time_start,time_end,model,launch_place,target,destroyed_details,carrier,launched,destroyed,source
2023-06-23,2023-06-23 08:00,X-101/X-555,Caspian Sea,Khmelnytskyi oblast,,4 x Tu-95MS,13.0,13,kpszsu/posts/pfbid021CRSbt476ysc8Pjw5n8c4B77wzWqBxsUWHyhzDrgUQSna2ah6LDby5NJcrh7ZfUkl
2023-06-23,2023-06-23,Reconnaissance UAV,,Ukraine,,,1.0,1,kpszsu/posts/pfbid021CRSbt476ysc8Pjw5n8c4B77wzWqBxsUWHyhzDrgUQSna2ah6LDby5NJcrh7ZfUkl
2023-06-22,2023-06-22 08:00,X-47 Kinzhal,,Dnipropetrovsk oblast,,MiG-31K,3.0,0,kpszsu/posts/pfbid02c2NXXBzWPSBPCD9139oMqSuBSG717LmV6n2iMWgoJHKhLo2t4GcqUovUp7VCdLE2l
2023-06-22,2023-06-22 08:00,X-22,Sea of Azov,Dnipropetrovsk oblast,,Tu-22M3,3.0,0,kpszsu/posts/pfbid02c2NXXBzWPSBPCD9139oMqSuBSG717LmV6n2iMWgoJHKhLo2t4GcqUovUp7VCdLE2l
2023-06-22,2023-06-22 08:00,Shahed-136/131,,Ukraine,,,4.0,3,kpszsu/posts/pfbid02c2NXXBzWPSBPCD9139oMqSuBSG717LmV6n2iMWgoJHKhLo2t4GcqUovUp7VCdLE2l
2023-06-20,2023-06-20 08:00,Shahed-136/131,Bryansk oblast and eastern coast of Sea of Azov,Ukraine,,,35.0,32,kpszsu/posts/pfbid02NHTzdZL9uvUfJnsmcEhcdnWVZ9xYQaWeMDX87s7pJ84bJNfqZ9nYV7Dxzf6czNYMl
2023-06-20,2023-06-20 08:00,Shahed-136/131,north,Khmelnytskyi oblast,,,6.0,6,kpszsu/posts/pfbid0NjTbD1rgJMjhD4NJySsxdd5UrLhngABhNS94szUGZWnred7APyukfyEw8s5nm4Kul
2023-06-20,2023-06-20 08:00,Reconnaissance UAV,,Ukraine,,,4.0,4,kpszsu/posts/pfbid0NjTbD1rgJMjhD4NJySsxdd5UrLhngABhNS94szUGZWnred7APyukfyEw8s5nm4Kul
2023-06-19,2023-06-19 08:00,Shahed-136/131,eastern coast of Sea of Azov,Ukraine,,,4.0,4,kpszsu/posts/pfbid02pG26RMu8mhRaPCMkGkHRevXi5BnPf73QnwgytoCrvtJzK72SduCEF5C9krTzt58pl
2023-06-19,2023-06-19 08:00,Kalibr,Black Sea,Ukraine,,Navi,4.0,4,kpszsu/posts/pfbid02pG26RMu8mhRaPCMkGkHRevXi5BnPf73QnwgytoCrvtJzK72SduCEF5C9krTzt58pl
2023-06-17,2023-06-17,Shahed-136/131,,Ukraine,,,4.0,4,kpszsu/posts/pfbid0m5tVZmZNRHDen5gMmvfdBRxJKVjuZKgpH3zWFe3zao5wLi24KbchhzMm7njjW1RUl
2023-06-17,2023-06-17,Orlan-10 and Orlan-30 and ZALA and Supercam,,Ukraine,,,7.0,7,kpszsu/posts/pfbid0m5tVZmZNRHDen5gMmvfdBRxJKVjuZKgpH3zWFe3zao5wLi24KbchhzMm7njjW1RUl
2023-06-17,2023-06-17,Lancet,,Ukraine,,,1.0,1,kpszsu/posts/pfbid0m5tVZmZNRHDen5gMmvfdBRxJKVjuZKgpH3zWFe3zao5wLi24KbchhzMm7njjW1RUl
2023-06-16 11:00,2023-06-16 11:00,X-47 Kinzhal,,Kyiv oblast,,,6.0,6,kpszsu/posts/pfbid0KTRrn2DpYFgk8U9eyqnc58DpvD6SZoeGYsizALcXTCHCHpGXXJqhcZkGMQQXJps9l
2023-06-16 11:00,2023-06-16 11:00,Kalibr,,Kyiv oblast,,,6.0,6,kpszsu/posts/pfbid0KTRrn2DpYFgk8U9eyqnc58DpvD6SZoeGYsizALcXTCHCHpGXXJqhcZkGMQQXJps9l
2023-06-16,2023-06-16 08:00,Shahed-136/131,,Mykolaiv oblast,,,2.0,2,kpszsu/posts/pfbid034G6qAp59trPecbQtCVcJQnPaoJvoCxftQ47Qmgy25ZEk6NsK4GHQziUPG6Vz8VKHl
2023-06-16,2023-06-16,Reconnaissance UAV,,Kyiv oblast,,,2.0,2,kpszsu/posts/pfbid0KTRrn2DpYFgk8U9eyqnc58DpvD6SZoeGYsizALcXTCHCHpGXXJqhcZkGMQQXJps9l
2023-06-15 00:20,2023-06-15 04:30,X-101/X-555,Caspian Sea,Dnipropetrovsk oblast,,4 x Tu-95MS,4.0,1,kpszsu/posts/pfbid02bG2bkZB15BfBzEGTz6HstJ88sPxussZaX7VsYwGg8iebMrXitcD4e2qmsxvuZqcCl
2023-06-15 00:20,2023-06-15 04:30,Shahed-136/131,,Ukraine,,,20.0,20,kpszsu/posts/pfbid02bG2bkZB15BfBzEGTz6HstJ88sPxussZaX7VsYwGg8iebMrXitcD4e2qmsxvuZqcCl
2023-06-15,2023-06-15,ZALA,,east,,,1.0,1,kpszsu/posts/pfbid034G6qAp59trPecbQtCVcJQnPaoJvoCxftQ47Qmgy25ZEk6NsK4GHQziUPG6Vz8VKHl
2023-06-15,2023-06-15,Reconnaissance UAV,,east,,,1.0,1,kpszsu/posts/pfbid034G6qAp59trPecbQtCVcJQnPaoJvoCxftQ47Qmgy25ZEk6NsK4GHQziUPG6Vz8VKHl
2023-06-15,2023-06-15,Orlan-30,,east,,,1.0,1,kpszsu/posts/pfbid034G6qAp59trPecbQtCVcJQnPaoJvoCxftQ47Qmgy25ZEk6NsK4GHQziUPG6Vz8VKHl
2023-06-15,2023-06-15,Orlan-10,,east,,,2.0,2,kpszsu/posts/pfbid034G6qAp59trPecbQtCVcJQnPaoJvoCxftQ47Qmgy25ZEk6NsK4GHQziUPG6Vz8VKHl
2023-06-15,2023-06-15,Lancet,,east,,,1.0,1,kpszsu/posts/pfbid034G6qAp59trPecbQtCVcJQnPaoJvoCxftQ47Qmgy25ZEk6NsK4GHQziUPG6Vz8VKHl
2023-06-14,2023-06-14 08:00,X-22,Rostov oblast,Donetsk oblast,,4 x Tu-22M3,6.0,0,kpszsu/posts/pfbid02zYdUtwypDrU3Zr8AJqS5WVK11iufnyLfd8jMzf1mhQXkgrPrhfZsPAgMjkgL1Rvbl
2023-06-14,2023-06-14 08:00,Shahed-136/131,eastern coast of Sea of Azov,south-east,,,10.0,9,kpszsu/posts/pfbid02zYdUtwypDrU3Zr8AJqS5WVK11iufnyLfd8jMzf1mhQXkgrPrhfZsPAgMjkgL1Rvbl
2023-06-14,2023-06-14 08:00,Kalibr,Black Sea,Odesa oblast,,Navi,4.0,3,kpszsu/posts/pfbid02zYdUtwypDrU3Zr8AJqS5WVK11iufnyLfd8jMzf1mhQXkgrPrhfZsPAgMjkgL1Rvbl
2023-06-13,2023-06-13 08:00,X-101/X-555,Caspian Sea,Ukraine,,8 x Tu-95MS,14.0,10,kpszsu/posts/pfbid0DgotRp5GBCXAdd7LrjAN8z5ceZncvRfUUmM4f9jx8VtS6H439JYsqktHZTH7bu8rl
2023-06-13,2023-06-13 08:00,Shahed-136/131,south,Ukraine,,,4.0,1,kpszsu/posts/pfbid0DgotRp5GBCXAdd7LrjAN8z5ceZncvRfUUmM4f9jx8VtS6H439JYsqktHZTH7bu8rl
2023-06-11,2023-06-11 08:00,Shahed-136/131,,Kharkiv oblast and Sumy oblast,,,6.0,6,kpszsu/posts/pfbid0iPVh3CP6bbZyMDZkGtfbkhBUtaJ1hTYXwP4heWPPBd4PqwyxzfULoSdNRPZgQn3ul
2023-06-09 23:00,2023-06-10 05:00,Unknown Missile,,Ukraine,,,8.0,2,kpszsu/posts/pfbid02sBccedrDaapnwNF7wVpfnWVKAijBLvoVcWSrdSudGVJgMFkhWJjeWRQWGjJU11E1l
2023-06-09 23:00,2023-06-10 05:00,Shahed-136/131,,Ukraine,,,35.0,20,kpszsu/posts/pfbid02sBccedrDaapnwNF7wVpfnWVKAijBLvoVcWSrdSudGVJgMFkhWJjeWRQWGjJU11E1l
2023-06-08 22:00,2023-06-09 04:00,X-101/X-555,Caspian Sea,Ukraine,,4 x Tu-95MS,6.0,4,kpszsu/posts/pfbid0aqTDjprsEAgaWkFX7iNdaPBDGxms7B1k9QjufHezEh9Thi8QSBfGhNporFPS35G9l
2023-06-08 22:00,2023-06-09 04:00,Shahed-136/131 and Lancet,south,Ukraine,,,16.0,10,kpszsu/posts/pfbid0aqTDjprsEAgaWkFX7iNdaPBDGxms7B1k9QjufHezEh9Thi8QSBfGhNporFPS35G9l
2023-06-08 22:00,2023-06-09 04:00,Orlan-10 and Supercam,south,Ukraine,,,4.0,4,kpszsu/posts/pfbid0aqTDjprsEAgaWkFX7iNdaPBDGxms7B1k9QjufHezEh9Thi8QSBfGhNporFPS35G9l
2023-06-09,2023-06-09,Orlan-10 and ZALA and Supercam,,Ukraine,,,12.0,12,kpszsu/posts/pfbid02sBccedrDaapnwNF7wVpfnWVKAijBLvoVcWSrdSudGVJgMFkhWJjeWRQWGjJU11E1l
2023-06-08 20:00,2023-06-08 20:00,Kalibr,Black Sea,Cherkasy oblast,,,2.0,0,kpszsu/posts/pfbid0aqTDjprsEAgaWkFX7iNdaPBDGxms7B1k9QjufHezEh9Thi8QSBfGhNporFPS35G9l
2023-06-07,2023-06-07,Orlan-10,,south,,,1.0,1,PvKPivden/posts/pfbid08596Z74KPBCNDdH8KZH5UCWtZHNVEmd8rF9qGwQUNuE63gPiFMWjayhwTweBpAc2l
2023-06-07,2023-06-07,Lancet,,south,,,1.0,1,PvKPivden/posts/pfbid08596Z74KPBCNDdH8KZH5UCWtZHNVEmd8rF9qGwQUNuE63gPiFMWjayhwTweBpAc2l
2023-06-06 00:30,2023-06-06 04:00,X-101/X-555,Caspian Sea,Ukraine,,6 x Tu-95MS,35.0,35,kpszsu/posts/pfbid02T3ydkmtPv8qhUaKnnffC997phR5yaZy5a2uD2Htn3QehbqyeBbYkJjCHMyCb4KMBl
2023-06-04 01:00,2023-06-04 04:00,X-101/X-555,Caspian Sea,Ukraine,,6 x Tu-95MS,6.0,4,kpszsu/posts/pfbid0TbY8FA4pcJjd6rpfP3yHbyFuKJFe1sVWrY4ut3aikesrx7A46BoFpvcNw4Xi5Y9Ml
2023-06-04 01:00,2023-06-04 04:00,Shahed-136/131,Bryansk oblast,Ukraine,,,5.0,3,kpszsu/posts/pfbid0TbY8FA4pcJjd6rpfP3yHbyFuKJFe1sVWrY4ut3aikesrx7A46BoFpvcNw4Xi5Y9Ml
2023-06-02 02:00,2023-06-02 04:30,X-101/X-555,Caspian Sea,Kyiv oblast (south),,Tu-95MS,15.0,15,kpszsu/posts/pfbid0bX6JnH59foQok3EqsY67BXCYhfVaT3DcGrsHbi84D5gaUNGoiGJVpNHD1yTCQgxTl
2023-06-01 23:00,2023-06-02 04:30,Shahed-136/131,,Kyiv oblast (south),,,21.0,21,kpszsu/posts/pfbid0bX6JnH59foQok3EqsY67BXCYhfVaT3DcGrsHbi84D5gaUNGoiGJVpNHD1yTCQgxTl
2023-06-01 02:30,2023-06-01 06:00,Iskander-M,Bryansk oblast,Kyiv oblast,,,7.0,7,kpszsu/posts/pfbid01CxRw4Y7zWNeaTzohtZgC1CQBuRtYdZkpGQr4ya4uT2ESRnypVJL9j6exqqyUzA6l
2023-06-01 02:30,2023-06-01 06:00,Iskander-K,Bryansk oblast,Kyiv oblast,,,3.0,3,kpszsu/posts/pfbid01CxRw4Y7zWNeaTzohtZgC1CQBuRtYdZkpGQr4ya4uT2ESRnypVJL9j6exqqyUzA6l
2023-05-31,2023-05-31,Orlan-10,,Mykolaiv oblast,,,1.0,1,PvKPivden/posts/pfbid0BEwJu5X7GhLxMqDcnSzsNEA3w6MbYbNG6Bo1xDoKdHni6wQ2SZeTw2LBqc8uHsAJl
2023-05-31,2023-05-31,Merlin-VR,,Mykolaiv oblast,,,2.0,2,PvKPivden/posts/pfbid0BEwJu5X7GhLxMqDcnSzsNEA3w6MbYbNG6Bo1xDoKdHni6wQ2SZeTw2LBqc8uHsAJl
2023-05-31,2023-05-31,Lancet,,Mykolaiv oblast,,,2.0,2,PvKPivden/posts/pfbid0BEwJu5X7GhLxMqDcnSzsNEA3w6MbYbNG6Bo1xDoKdHni6wQ2SZeTw2LBqc8uHsAJl
2023-05-29 23:30,2023-05-30 04:30,Shahed-136/131,north and south,Ukraine,,,31.0,29,kpszsu/posts/pfbid0MJmmdbmrydbLXcYN62qma1AmUZUYguKu2KdAUMETSS69YvghuxxJuEHSSk13AaRYl
2023-05-29 11:00,2023-05-29 11:30,Iskander-M and Iskander-K,north,Kyiv oblast,,,11.0,11,kpszsu/posts/pfbid0gN63ZZomAfkuZ1V12DYXrz7yiYk7BkzALiaLH6nfFMdEZFimtiVCCxW3Xv3kcpYDl
2023-05-29 00:00,2023-05-29 05:00,X-101/X-555,Caspian Sea,Ukraine,,9 x Tu-95MS,40.0,37,kpszsu/posts/pfbid02RLNV7QyRehfEyevpL4SMYACeKJRB7qhPokEkNun31wyWraskYv9gK9fqUFdqYv9Ql
2023-05-29 00:00,2023-05-29 05:00,Unknown UAV,north and south,Ukraine,,,1.0,1,kpszsu/posts/pfbid02RLNV7QyRehfEyevpL4SMYACeKJRB7qhPokEkNun31wyWraskYv9gK9fqUFdqYv9Ql
2023-05-29 00:00,2023-05-29 05:00,Shahed-136/131,north and south,Ukraine,,,35.0,29,kpszsu/posts/pfbid02RLNV7QyRehfEyevpL4SMYACeKJRB7qhPokEkNun31wyWraskYv9gK9fqUFdqYv9Ql
2023-05-28,2023-05-28 08:00,Shahed-136/131,Bryansk oblast and Krasnodar Krai,Ukraine,,,54.0,52,kpszsu/posts/pfbid0tVQ9xH2ABkAgEZF7ovHVHgJfkTBY3zXob8UaBv1YaE7Ky1Pj3SK6fBESQMPzKj4Ml
2023-05-25 22:00,2023-05-26 05:00,X-101/X-555,Caspian Sea,Ukraine,,Tu-95MS,10.0,10,kpszsu/posts/pfbid0Sie5Cf3Y5BG1ej6Y1b3R1CQFxXYqgU576Ssgh8KoxUGK5o7cVhjxQWZQy3Tw6pZel
2023-05-25 22:00,2023-05-26 05:00,Shahed-136/131,north and south,Ukraine,,,31.0,23,kpszsu/posts/pfbid0Sie5Cf3Y5BG1ej6Y1b3R1CQFxXYqgU576Ssgh8KoxUGK5o7cVhjxQWZQy3Tw6pZel
2023-05-25 22:00,2023-05-26 05:00,Orlan-10,,Ukraine,,,1.0,1,kpszsu/posts/pfbid0Sie5Cf3Y5BG1ej6Y1b3R1CQFxXYqgU576Ssgh8KoxUGK5o7cVhjxQWZQy3Tw6pZel
2023-05-25 22:00,2023-05-26 05:00,Merlin-VR,,Ukraine,,,1.0,1,kpszsu/posts/pfbid0Sie5Cf3Y5BG1ej6Y1b3R1CQFxXYqgU576Ssgh8KoxUGK5o7cVhjxQWZQy3Tw6pZel
2023-05-25 22:00,2023-05-26 05:00,C-300/C-400,Tokmak,Dnipropetrovsk oblast,,,7.0,0,kpszsu/posts/pfbid0Sie5Cf3Y5BG1ej6Y1b3R1CQFxXYqgU576Ssgh8KoxUGK5o7cVhjxQWZQy3Tw6pZel
2023-05-25,2023-05-25 08:00,Shahed-136/131,,Ukraine,,,36.0,36,kpszsu/posts/pfbid034ZLv31mdEK43JfAaasmuNNyuAyZ8LwBDUq1by48CW9ha7sA7m3YqVmriovqZbbRRl
2023-05-23,2023-05-23 08:00,Shahed-136/131,,Ukraine,,,6.0,6,kpszsu/posts/pfbid02Npntf5iLwFLsw2fgtXmZW4z8rpE7hYdjmALXquUPNCfQ2BBwZp1SsKpuEsmaHnuXl
2023-05-22 02:30,2023-05-22 05:30,X-22,Kursk oblast and Sea of Azov,Ukraine,,Tu-22M3,5.0,0,kpszsu/posts/pfbid0hs89Jjw8gVVJofnKddfMA7fpPuEHyrSPB4VHfKjTwpW8mdp8kCWqGt4fRWvMjkHfl
2023-05-22 02:30,2023-05-22 05:30,X-101/X-555,Caspian Sea,Ukraine,,Tu-95MS,4.0,4,kpszsu/posts/pfbid0hs89Jjw8gVVJofnKddfMA7fpPuEHyrSPB4VHfKjTwpW8mdp8kCWqGt4fRWvMjkHfl
2023-05-22 02:30,2023-05-22 05:30,Shahed-136/131,,Ukraine,,,20.0,20,kpszsu/posts/pfbid0hs89Jjw8gVVJofnKddfMA7fpPuEHyrSPB4VHfKjTwpW8mdp8kCWqGt4fRWvMjkHfl
2023-05-22 02:30,2023-05-22 05:30,Iskander-M,Crimea,Ukraine,,,2.0,0,kpszsu/posts/pfbid0hs89Jjw8gVVJofnKddfMA7fpPuEHyrSPB4VHfKjTwpW8mdp8kCWqGt4fRWvMjkHfl
2023-05-22 02:30,2023-05-22 05:30,C-300,Zaporizhzhia oblast,Ukraine,,,5.0,0,kpszsu/posts/pfbid0hs89Jjw8gVVJofnKddfMA7fpPuEHyrSPB4VHfKjTwpW8mdp8kCWqGt4fRWvMjkHfl
2023-05-22,2023-05-22,Merlin-VR,,Ukraine,,,2.0,2,kpszsu/posts/pfbid02Npntf5iLwFLsw2fgtXmZW4z8rpE7hYdjmALXquUPNCfQ2BBwZp1SsKpuEsmaHnuXl
2023-05-21,2023-05-21,ZALA,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0a99K3Q1cWZ38TSb8s3YnVmaNUaZoML2JiLSS5atqEy3TPZc27XdvCxJ3GBAFk7G9l
2023-05-21,2023-05-21,Orlan-10,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0a99K3Q1cWZ38TSb8s3YnVmaNUaZoML2JiLSS5atqEy3TPZc27XdvCxJ3GBAFk7G9l
2023-05-21,2023-05-21,Merlin-VR,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0a99K3Q1cWZ38TSb8s3YnVmaNUaZoML2JiLSS5atqEy3TPZc27XdvCxJ3GBAFk7G9l
2023-05-20 21:00,2023-05-20 23:59,Shahed-136/131,,east,,,4.0,4,kpszsu/posts/pfbid0383i1m9TQTbyGXCJaRLQWg4VXQyymVp7D1m3FF2iqD1pnF64poP8sbuSGyMzkX1cCl
2023-05-20,2023-05-20 08:00,Shahed-136/131,,Kyiv oblast,,,18.0,18,kpszsu/posts/pfbid0B1PT2x4LszYUgYTEqhveMfYyzGGk2bpji2HBqyZkks4ugENkXtRy8EsUE9iZ4N2nl
2023-05-20,2023-05-20,Shahed-136/131,,Mykolaiv oblast and Kherson oblast,,,3.0,3,PvKPivden/posts/pfbid029TWL5hNZZUS9GCK3MFBJRDch9LpJJeG2n1yYdH953rRdjY5dvS6Xwpk7b5XxqfYKl
2023-05-20,2023-05-20,Orlan-10,,Mykolaiv oblast and Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid029TWL5hNZZUS9GCK3MFBJRDch9LpJJeG2n1yYdH953rRdjY5dvS6Xwpk7b5XxqfYKl
2023-05-20,2023-05-20,Merlin-VR,,Mykolaiv oblast and Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid029TWL5hNZZUS9GCK3MFBJRDch9LpJJeG2n1yYdH953rRdjY5dvS6Xwpk7b5XxqfYKl
2023-05-19,2023-05-19 08:00,Shahed-136/131,,Ukraine,,,22.0,16,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
2023-05-19,2023-05-19 08:00,Kalibr,Black Sea,Ukraine,,Navi,6.0,3,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
2023-05-19,2023-05-19,Shahed-136/131,,east,,,2.0,2,kpszsu/posts/pfbid0B1PT2x4LszYUgYTEqhveMfYyzGGk2bpji2HBqyZkks4ugENkXtRy8EsUE9iZ4N2nl
2023-05-19,2023-05-19,Merlin-VR,,south,,,1.0,1,kpszsu/posts/pfbid0B1PT2x4LszYUgYTEqhveMfYyzGGk2bpji2HBqyZkks4ugENkXtRy8EsUE9iZ4N2nl
2023-05-17 21:00,2023-05-18 05:30,X-101/X-555,,Ukraine,,2 x Tu-160 and 8 x Tu-95,22.0,21,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
2023-05-17 21:00,2023-05-18 05:30,Unknown UAV,,Ukraine,,,2.0,2,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
2023-05-17 21:00,2023-05-18 05:30,Shahed-136/131,,Ukraine,,,2.0,2,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
2023-05-17 21:00,2023-05-18 05:30,Kalibr,Black Sea,Ukraine,,Navi,6.0,6,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
2023-05-17 21:00,2023-05-18 05:30,Iskander-K,,Ukraine,,,2.0,2,kpszsu/posts/pfbid0KDyjrTAQvrkAbAp5U2b8XB6XHLPK2FhgGPSTERFP1uArfrLisiVMwaNYUNpCch16l
2023-05-16 3:30,2023-05-16 07:00,X-47 Kinzhal,,Ukraine,,6 x MiG-31K,6.0,6,kpszsu/posts/pfbid0ghJSYEmPHYu24PRkc5KdmSjCofS1FQ4LdgmkxBZYkx7ht35UYavurH74MG2fibBrl
2023-05-16 3:30,2023-05-16 07:00,Supercam,,Ukraine,,,2.0,2,kpszsu/posts/pfbid0ghJSYEmPHYu24PRkc5KdmSjCofS1FQ4LdgmkxBZYkx7ht35UYavurH74MG2fibBrl
2023-05-16 3:30,2023-05-16 07:00,Shahed-136/131,,Ukraine,,,6.0,6,kpszsu/posts/pfbid0ghJSYEmPHYu24PRkc5KdmSjCofS1FQ4LdgmkxBZYkx7ht35UYavurH74MG2fibBrl
2023-05-16 3:30,2023-05-16 07:00,Orlan-10,,Ukraine,,,1.0,1,kpszsu/posts/pfbid0ghJSYEmPHYu24PRkc5KdmSjCofS1FQ4LdgmkxBZYkx7ht35UYavurH74MG2fibBrl
2023-05-16 3:30,2023-05-16 07:00,Kalibr,Black Sea,Ukraine,,Navi,9.0,9,kpszsu/posts/pfbid0ghJSYEmPHYu24PRkc5KdmSjCofS1FQ4LdgmkxBZYkx7ht35UYavurH74MG2fibBrl
2023-05-16 3:30,2023-05-16 07:00,C-400 and Iskander-M,,Ukraine,,,10.0,10,kpszsu/posts/pfbid0ghJSYEmPHYu24PRkc5KdmSjCofS1FQ4LdgmkxBZYkx7ht35UYavurH74MG2fibBrl
2023-05-16,2023-05-16,Unknown UAV,,Mykolaiv oblast,,,1.0,1,PvKPivden/posts/pfbid0LDCq1R1DZ8LPMwCSJgjCLdr5fcwAAYPS2cBQFK7cwZMqsoSypxmdHjxwRyPF1bUTl
2023-05-16,2023-05-16,Orlan-10,,Mykolaiv oblast,,,1.0,1,PvKPivden/posts/pfbid0LDCq1R1DZ8LPMwCSJgjCLdr5fcwAAYPS2cBQFK7cwZMqsoSypxmdHjxwRyPF1bUTl
2023-05-15,2023-05-15,Supercam,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid021X5JSJrLCUWQVfhiKYm923GviXASAAb4F3ab4ECEQP8ZtCu1GwwtgVDtsiNvsjBul
2023-05-15,2023-05-15,Orlan-10,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid021X5JSJrLCUWQVfhiKYm923GviXASAAb4F3ab4ECEQP8ZtCu1GwwtgVDtsiNvsjBul
2023-05-15,2023-05-15,Lancet,,Kherson oblast,,,2.0,2,PvKPivden/posts/pfbid021X5JSJrLCUWQVfhiKYm923GviXASAAb4F3ab4ECEQP8ZtCu1GwwtgVDtsiNvsjBul
2023-05-14 23:50,2023-05-14 23:50,Shahed-136/131,,north-east,,,4.0,4,kpszsu/posts/pfbid02Urb3RsjU76zqBppZ8vHA43QwWd66Xxzx5GTJ4hmUMTgH3b7RdfjjVQKzK6df4ceel
2023-05-14 23:50,2023-05-14 23:50,Orlan-10,,north-east,,,1.0,1,kpszsu/posts/pfbid02Urb3RsjU76zqBppZ8vHA43QwWd66Xxzx5GTJ4hmUMTgH3b7RdfjjVQKzK6df4ceel
2023-05-14 00:00,2023-05-14 07:00,X-101/X-555,,Ukraine,,Tu-95MS,3.0,3,kpszsu/posts/pfbid0ggY2Z7ZfGX3HkG9ND9FSPDshugXSVfaqnFFT8HBbAnSnLDTy2LmYZoA8g6djA4T2l
2023-05-14 00:00,2023-05-14 07:00,Unknown UAV,,Ukraine,,,4.0,4,kpszsu/posts/pfbid0ggY2Z7ZfGX3HkG9ND9FSPDshugXSVfaqnFFT8HBbAnSnLDTy2LmYZoA8g6djA4T2l
2023-05-14 00:00,2023-05-14 07:00,Shahed-136/131,,Ukraine,,,18.0,18,kpszsu/posts/pfbid0ggY2Z7ZfGX3HkG9ND9FSPDshugXSVfaqnFFT8HBbAnSnLDTy2LmYZoA8g6djA4T2l
2023-05-14 00:00,2023-05-14 07:00,Orlan-10,,Ukraine,,,2.0,2,kpszsu/posts/pfbid0ggY2Z7ZfGX3HkG9ND9FSPDshugXSVfaqnFFT8HBbAnSnLDTy2LmYZoA8g6djA4T2l
2023-05-14 00:00,2023-05-14 07:00,Lancet,,Ukraine,,,1.0,1,kpszsu/posts/pfbid0ggY2Z7ZfGX3HkG9ND9FSPDshugXSVfaqnFFT8HBbAnSnLDTy2LmYZoA8g6djA4T2l
2023-05-14,2023-05-14,ZALA,,Kherson oblast,,,1.0,1,kpszsu/posts/pfbid0a2UgLgaMV4SPdjxWkgsU3SXXNBTa6rzC4rn45idBTtt2NJ6KuyaPa3vLB8doRWWzl
2023-05-14,2023-05-14,Orlan-10,,Kherson oblast,,,2.0,2,kpszsu/posts/pfbid0a2UgLgaMV4SPdjxWkgsU3SXXNBTa6rzC4rn45idBTtt2NJ6KuyaPa3vLB8doRWWzl
2023-05-13 00:00,2023-05-13 06:00,Shahed-136/131,,Ukraine,,,21.0,17,kpszsu/posts/pfbid0EUf7C7dyUGpd13K98kXNkh5Y4gg74CZTpwT8JfiPL7JkYB2SJw88BGestv9cUSrxl
2023-05-13 00:00,2023-05-13 06:00,Orlan-10,,Ukraine,,,1.0,1,kpszsu/posts/pfbid0EUf7C7dyUGpd13K98kXNkh5Y4gg74CZTpwT8JfiPL7JkYB2SJw88BGestv9cUSrxl
2023-05-12,2023-05-12,Lancet,,,,,4.0,4,kpszsu/posts/pfbid0EUf7C7dyUGpd13K98kXNkh5Y4gg74CZTpwT8JfiPL7JkYB2SJw88BGestv9cUSrxl
2023-05-09 23:30,2023-05-09 23:30,Shahed-136/131,,south,,,3.0,3,kpszsu/posts/pfbid02skMqDZQNq82rxLALdDvQWDEFf4gW3MNAndEGTrcvraA4PgSc7JeV8uCEV8mLx22Tl
2023-05-09 04:00,2023-05-09 06:00,X-101/X-555,Caspian Sea,Ukraine,,4 x Tu-95MS,17.0,15,kpszsu/posts/pfbid0C5rD37XpUVY66TQvvh1KWM3Bz2wVmByL5uDa6dGAjvc9rQE7gHi6MWzA1uEqqSiUl
2023-05-08 22:00,2023-05-08 22:00,Kalibr,Black Sea,south-east,,Navi,8.0,8,kpszsu/posts/pfbid0C5rD37XpUVY66TQvvh1KWM3Bz2wVmByL5uDa6dGAjvc9rQE7gHi6MWzA1uEqqSiUl
2023-05-08,2023-05-08 03:00,Shahed-136/131,"Bryansk oblast, Seshcha",Kyiv oblast,,,35.0,35,kpszsu/posts/pfbid0MEHNkhvHQVN737gV3sTKR2iK8E3LJu21yaMz9oKpMcZdqrXtJjiXsF616BTypbnDl
